,release_date,required_age,price,dlc_count,mac,linux,metacritic_score,achievements,recommendations,positive,negative,estimated_owners,average_playtime_forever,median_playtime_forever,peak_ccu,release_date_year,release_date_month,tags_Strategy,tags_Turn-Based Strategy,tags_Fantasy,tags_Turn-Based,tags_Turn-Based Tactics,tags_Turn-Based Combat,tags_Tactical,tags_Singleplayer,tags_Wargame,tags_Hex Grid,tags_Grand Strategy,tags_Dark Fantasy,tags_4X,tags_Multiplayer,tags_War,tags_Military,tags_Replay Value,tags_Resource Management,tags_Great Soundtrack,tags_Management,tags_Rhythm,tags_Music,tags_Indie,tags_Soundtrack,tags_RPG,tags_Action,tags_Party-Based RPG,tags_Fast-Paced,tags_Experimental,tags_Comedy,tags_Funny,tags_2D,tags_Co-op,tags_Local Multiplayer,tags_Side Scroller,tags_Colorful,tags_Adventure,tags_Gore,tags_Violent,tags_Choices Matter,tags_Pixel Graphics,tags_Point & Click,tags_Casual,tags_Puzzle-Platformer,tags_Visual Novel,tags_Female Protagonist,tags_Platformer,tags_Story Rich,tags_Cute,tags_Puzzle,tags_Anime,tags_Mystery,tags_Thriller,tags_Logic,tags_Atmospheric,tags_Exploration,tags_Relaxing,tags_Open World,tags_Beautiful,tags_Walking Simulator,tags_First-Person,tags_Nature,tags_Interactive Fiction,tags_Crafting,tags_Survival,tags_Lara Croft,tags_Third Person,tags_Action-Adventure,tags_Stealth,tags_Shooter,tags_Dark,tags_Heist,tags_Action RPG,tags_Hack and Slash,tags_Character Customization,tags_Local Co-Op,tags_Cats,tags_Cartoony,tags_Dog,tags_Loot,tags_Magic,tags_Cozy,tags_Horror,tags_Survival Horror,tags_Classic,tags_Lovecraftian,tags_Detective,tags_Mouse only,tags_Hidden Object,tags_2.5D,tags_Family Friendly,tags_Remake,tags_Based On A Novel,tags_Crime,tags_FPS,tags_America,tags_Online Co-Op,tags_Dark Humor,tags_PvE,tags_Gun Customization,tags_Combat,tags_3D,tags_Realistic,tags_Shoot 'Em Up,tags_Western,tags_Isometric,tags_Real Time Tactics,tags_Real-Time,tags_RTS,tags_Difficult,tags_Party,tags_4 Player Local,tags_Minigames,tags_Party Game,tags_Controller,tags_Stylized,tags_PvP,tags_3D Vision,tags_Racing,tags_Cartoon,tags_Arcade,tags_Driving,tags_Vehicular Combat,tags_Split Screen,tags_Capitalism,tags_Offroad,tags_Physics,tags_Destruction,tags_Fighting,tags_Superhero,tags_Comic Book,tags_2D Fighter,tags_Beat 'em up,tags_Competitive,tags_Retro,tags_1980s,tags_Rogue-like,tags_2D Platformer,tags_Sports,tags_Sci-fi,tags_Third-Person Shooter,tags_Cult Classic,tags_Swordplay,tags_Space,tags_Moddable,tags_Zombies,tags_Sandbox,tags_Sexual Content,tags_Bullet Time,tags_Short,tags_World War I,tags_Alternate History,tags_Vampire,tags_Historical,tags_World War II,tags_Dungeon Crawler,tags_Top-Down,tags_Steampunk,tags_VR,tags_Simulation,tags_Cinematic,tags_Immersive,tags_3D Platformer,tags_Time Manipulation,tags_Science,tags_Life Sim,tags_Card Game,tags_Medieval,tags_Choose Your Own Adventure,tags_Dark Comedy,tags_Flight,tags_Tanks,tags_Base-Building,tags_Aliens,tags_LEGO,tags_Design & Illustration,tags_Building,tags_Psychological Horror,tags_Free to Play,tags_Emotional,tags_Drama,tags_Narrative,tags_LGBTQ+,tags_Metroidvania,tags_Psychedelic,tags_Hand-drawn,tags_Rogue-lite,tags_Roguevania,tags_Transportation,tags_Automobile Sim,tags_Economy,tags_Immersive Sim,tags_Deckbuilding,tags_Trading,tags_JRPG,tags_CRPG,tags_Action Roguelike,tags_Procedural Generation,tags_Perma Death,tags_Memes,tags_1990's,tags_Score Attack,tags_Tower Defense,tags_Battle Royale,tags_Action RTS,tags_Tactical RPG,tags_Multiple Endings,tags_Narration,tags_Quick-Time Events,tags_Investigation,tags_Dynamic Narration,tags_Nudity,tags_Escape Room,tags_Time Travel,tags_Post-apocalyptic,tags_City Builder,tags_Nostalgia,tags_Psychological,tags_Mature,tags_Surreal,tags_Cyberpunk,tags_Minimalist,tags_Abstract,tags_Real-Time with Pause,tags_Dwarf,tags_On-Rails Shooter,tags_Illuminati,tags_Futuristic,tags_Robots,tags_Parkour,tags_Trains,tags_Voxel,tags_Massively Multiplayer,tags_e-sports,tags_Villain Protagonist,tags_Twin Stick Shooter,tags_Bullet Hell,tags_Top-Down Shooter,tags_Lore-Rich,tags_Souls-like,tags_Kickstarter,tags_Cooking,tags_Strategy RPG,tags_Mechs,tags_Animation & Modeling,tags_Blood,tags_Mythology,tags_GameMaker,tags_Inventory Management,tags_Pirates,tags_Early Access,tags_Grid-Based Movement,tags_Old School,tags_Text-Based,tags_Mystery Dungeon,tags_Level Editor,tags_Lemmings,tags_FMV,tags_Romance,tags_Nonlinear,tags_Philosophical,tags_Noir,tags_Hacking,tags_Precision Platformer,tags_Political Sim,tags_Politics,tags_Political,tags_Cold War,tags_Modern,tags_RPGMaker,tags_Dungeons & Dragons,tags_Tabletop,tags_Episodic,tags_Ninja,tags_Silent Protagonist,tags_Dystopian ,tags_Satire,tags_Conversation,tags_Colony Sim,tags_Class-Based,tags_Hero Shooter,tags_Arena Shooter,tags_Boomer Shooter,tags_MOBA,tags_Education,tags_Werewolves,tags_Character Action Game,tags_Spectacle fighter,tags_Looter Shooter,tags_Team-Based,tags_Supernatural,tags_Dragons,tags_Crowdfunded,tags_Collectathon,tags_Space Sim,tags_Warhammer 40K,tags_360 Video,tags_Transhumanism,tags_Conspiracy,tags_Fox,tags_Touch-Friendly,tags_Parody ,tags_Programming,tags_Automation,tags_Jump Scare,tags_Underground,tags_Linear,tags_Farming Sim,tags_Agriculture,tags_Demons,tags_Epic,tags_Asynchronous Multiplayer,tags_Open World Survival Craft,tags_Masterpiece,tags_Card Battler,tags_Trading Card Game,tags_God Game,tags_6DOF,tags_Co-op Campaign,tags_Typing,tags_Runner,tags_Naval Combat,tags_Naval,tags_Diplomacy,tags_Spaceships,tags_MMORPG,tags_Time Attack,tags_Combat Racing,tags_Game Development,tags_Traditional Roguelike,tags_Hunting,tags_Assassin,tags_Underwater,tags_Creature Collector,tags_Vikings,tags_Intentionally Awkward Controls,tags_Hentai,tags_3D Fighter,tags_Gothic,tags_Match 3,tags_Board Game,tags_Dating Sim,tags_Music-Based Procedural Generation,tags_Photo Editing,tags_Games Workshop,tags_Submarine,tags_Musou,tags_Martial Arts,tags_Unforgiving,tags_Sequel,tags_NSFW,tags_Roguelike Deckbuilder,tags_Skating,tags_Addictive,tags_Idler,tags_Football (Soccer),tags_Football (American),tags_Skiing,tags_Snow,tags_Time Management,tags_Artificial Intelligence,tags_Wrestling,tags_Video Production,tags_Movie,tags_Jet,tags_Faith,tags_Dinosaurs,tags_Benchmark,tags_Mining,tags_Wholesome,tags_Mini Golf,tags_Golf,tags_Well-Written,tags_Pool,tags_Snooker,tags_Medical Sim,tags_Clicker,tags_Ambient,tags_Baseball,tags_Pinball,tags_Chess,tags_Boxing,tags_Otome,tags_Gambling,tags_Motocross,tags_Motorbike,tags_ATV,tags_Instrumental Music,tags_Rome,tags_Mod,tags_Sokoban,tags_Archery,tags_Reboot,tags_Utilities,tags_Horses,tags_Coding,tags_Cycling,tags_Bikes,tags_BMX,tags_Farming,tags_Fishing,tags_Mars,tags_Experience,tags_TrackIR,tags_Word Game,tags_Basketball,tags_Bowling,tags_Documentary,tags_Job Simulator,tags_Electronic Music,tags_Birds,tags_Outbreak Sim,tags_Tutorial,tags_Skateboarding,tags_Boss Rush,tags_Sniper,tags_Sailing,tags_Elf,tags_Dice,tags_Asymmetric VR,tags_Batman,tags_Voice Control,tags_Snowboarding,tags_Social Deduction,tags_Hockey,tags_Extraction Shooter,tags_Foreign,tags_Trivia,tags_Software,tags_Tennis,tags_Auto Battler,tags_Steam Machine,tags_Shop Keeper,tags_Rock Music,tags_Spelling,supported_languages_ Korean,supported_languages_#lang_slovakian,supported_languages_Afrikaans,supported_languages_Albanian,supported_languages_Amharic,supported_languages_Arabic,supported_languages_Armenian,supported_languages_Assamese,supported_languages_Azerbaijani,supported_languages_Bangla,supported_languages_Basque,supported_languages_Belarusian,supported_languages_Bosnian,supported_languages_Bulgarian,supported_languages_Catalan,supported_languages_Cherokee,supported_languages_Croatian,supported_languages_Czech,supported_languages_Danish,supported_languages_Dari,supported_languages_Dutch,supported_languages_English,"supported_languages_English
Russian
Spanish - Spain
Japanese
Czech",supported_languages_English&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,supported_languages_English[b][/b],supported_languages_Estonian,supported_languages_Filipino,supported_languages_Finnish,supported_languages_French,supported_languages_French&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,supported_languages_Galician,supported_languages_Georgian,supported_languages_German,supported_languages_German&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,supported_languages_German;,supported_languages_Greek,supported_languages_Gujarati,supported_languages_Hausa,supported_languages_Hebrew,supported_languages_Hindi,supported_languages_Hungarian,supported_languages_Icelandic,supported_languages_Igbo,supported_languages_Indonesian,supported_languages_Irish,supported_languages_Italian,"supported_languages_Italian 

[b][/b] ",supported_languages_Italian&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,supported_languages_Japanese,supported_languages_Japanese &amp;amp;amp;amp;lt;br /&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;br /&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt; ,supported_languages_Japanese (all with full audio support),supported_languages_K'iche',supported_languages_Kannada,supported_languages_Kazakh,supported_languages_Khmer,supported_languages_Kinyarwanda,supported_languages_Konkani,supported_languages_Korean,supported_languages_Korean&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,supported_languages_Kyrgyz,supported_languages_Latvian,supported_languages_Lithuanian,supported_languages_Luxembourgish,supported_languages_Macedonian,supported_languages_Malay,supported_languages_Malayalam,supported_languages_Maltese,supported_languages_Maori,supported_languages_Marathi,supported_languages_Mongolian,supported_languages_Nepali,supported_languages_Norwegian,supported_languages_Odia,supported_languages_Persian,supported_languages_Polish,supported_languages_Portuguese - Brazil,supported_languages_Portuguese - Portugal,supported_languages_Punjabi (Gurmukhi),supported_languages_Punjabi (Shahmukhi),supported_languages_Quechua,supported_languages_Romanian,supported_languages_Russian,"supported_languages_Russian
English
Spanish - Spain
French
Japanese
Czech","supported_languages_Russian
[b][/b]",supported_languages_Scots,supported_languages_Serbian,supported_languages_Simplified Chinese,supported_languages_Sindhi,supported_languages_Sinhala,supported_languages_Slovak,supported_languages_Slovenian,supported_languages_Sorani,supported_languages_Sotho,supported_languages_Spanish - Latin America,supported_languages_Spanish - Spain,supported_languages_Spanish - Spain&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,supported_languages_Swahili,supported_languages_Swedish,supported_languages_Tajik,supported_languages_Tamil,supported_languages_Tatar,supported_languages_Telugu,supported_languages_Thai,supported_languages_Tigrinya,supported_languages_Traditional Chinese,supported_languages_Traditional Chinese (text only),supported_languages_Tswana,supported_languages_Turkish,supported_languages_Turkmen,supported_languages_Ukrainian,supported_languages_Urdu,supported_languages_Uyghur,supported_languages_Uzbek,supported_languages_Valencian,supported_languages_Vietnamese,supported_languages_Welsh,supported_languages_Wolof,supported_languages_Xhosa,supported_languages_Yoruba,supported_languages_Zulu,full_audio_languages_Afrikaans,full_audio_languages_Albanian,full_audio_languages_Amharic,full_audio_languages_Arabic,full_audio_languages_Armenian,full_audio_languages_Assamese,full_audio_languages_Azerbaijani,full_audio_languages_Bangla,full_audio_languages_Basque,full_audio_languages_Belarusian,full_audio_languages_Bosnian,full_audio_languages_Bulgarian,full_audio_languages_Catalan,full_audio_languages_Cherokee,full_audio_languages_Croatian,full_audio_languages_Czech,full_audio_languages_Danish,full_audio_languages_Dari,full_audio_languages_Dutch,full_audio_languages_English,full_audio_languages_English&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,full_audio_languages_English[b][/b],full_audio_languages_Estonian,full_audio_languages_Filipino,full_audio_languages_Finnish,full_audio_languages_French,full_audio_languages_French&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,full_audio_languages_Galician,full_audio_languages_Georgian,full_audio_languages_German,full_audio_languages_German&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,full_audio_languages_Greek,full_audio_languages_Gujarati,full_audio_languages_Hausa,full_audio_languages_Hebrew,full_audio_languages_Hindi,full_audio_languages_Hungarian,full_audio_languages_Icelandic,full_audio_languages_Igbo,full_audio_languages_Indonesian,full_audio_languages_Irish,full_audio_languages_Italian,"full_audio_languages_Italian 

[b][/b] ",full_audio_languages_Italian&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,full_audio_languages_Japanese,full_audio_languages_Japanese &amp;amp;amp;amp;lt;br /&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;br /&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt; ,full_audio_languages_K'iche',full_audio_languages_Kannada,full_audio_languages_Kazakh,full_audio_languages_Khmer,full_audio_languages_Kinyarwanda,full_audio_languages_Konkani,full_audio_languages_Korean,full_audio_languages_Korean&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,full_audio_languages_Kyrgyz,full_audio_languages_Latvian,full_audio_languages_Lithuanian,full_audio_languages_Luxembourgish,full_audio_languages_Macedonian,full_audio_languages_Malay,full_audio_languages_Malayalam,full_audio_languages_Maltese,full_audio_languages_Maori,full_audio_languages_Marathi,full_audio_languages_Mongolian,full_audio_languages_Nepali,full_audio_languages_Norwegian,full_audio_languages_Odia,full_audio_languages_Persian,full_audio_languages_Polish,full_audio_languages_Portuguese - Brazil,full_audio_languages_Portuguese - Portugal,full_audio_languages_Punjabi (Gurmukhi),full_audio_languages_Punjabi (Shahmukhi),full_audio_languages_Quechua,full_audio_languages_Romanian,full_audio_languages_Russian,"full_audio_languages_Russian
[b][/b]",full_audio_languages_Scots,full_audio_languages_Serbian,full_audio_languages_Simplified Chinese,full_audio_languages_Sindhi,full_audio_languages_Sinhala,full_audio_languages_Slovak,full_audio_languages_Slovenian,full_audio_languages_Sorani,full_audio_languages_Sotho,full_audio_languages_Spanish - Latin America,full_audio_languages_Spanish - Spain,full_audio_languages_Spanish - Spain&amp;amp;amp;amp;lt;strong&amp;amp;amp;amp;gt;&amp;amp;amp;amp;lt;/strong&amp;amp;amp;amp;gt;,full_audio_languages_Swahili,full_audio_languages_Swedish,full_audio_languages_Tajik,full_audio_languages_Tamil,full_audio_languages_Tatar,full_audio_languages_Telugu,full_audio_languages_Thai,full_audio_languages_Tigrinya,full_audio_languages_Traditional Chinese,full_audio_languages_Tswana,full_audio_languages_Turkish,full_audio_languages_Turkmen,full_audio_languages_Ukrainian,full_audio_languages_Urdu,full_audio_languages_Uyghur,full_audio_languages_Uzbek,full_audio_languages_Valencian,full_audio_languages_Vietnamese,full_audio_languages_Welsh,full_audio_languages_Wolof,full_audio_languages_Xhosa,full_audio_languages_Yoruba,full_audio_languages_Zulu,categories_Adjustable Difficulty,categories_Adjustable Text Size,categories_Camera Comfort,categories_Captions available,categories_Chat Speech-to-text,categories_Chat Text-to-speech,categories_Co-op,categories_Color Alternatives,categories_Commentary available,categories_Cross-Platform Multiplayer,categories_Custom Volume Controls,categories_Family Sharing,categories_Full controller support,categories_HDR available,categories_In-App Purchases,categories_Includes Source SDK,categories_Includes level editor,categories_Keyboard Only Option,categories_LAN Co-op,categories_LAN PvP,categories_MMO,categories_Mouse Only Option,categories_Multi-player,categories_Narrated Game Menus,categories_Online Co-op,categories_Online PvP,categories_Partial Controller Support,categories_Playable without Timed Input,categories_PvP,categories_Remote Play Together,categories_Remote Play on Phone,categories_Remote Play on TV,categories_Remote Play on Tablet,categories_Save Anytime,categories_Shared/Split Screen,categories_Shared/Split Screen Co-op,categories_Shared/Split Screen PvP,categories_Single-player,categories_Stats,categories_Steam Achievements,categories_Steam Cloud,categories_Steam Leaderboards,categories_Steam Timeline,categories_Steam Trading Cards,categories_Steam Turn Notifications,categories_Steam Workshop,categories_SteamVR Collectibles,categories_Stereo Sound,categories_Subtitle Options,categories_Surround Sound,categories_Touch Only Option,categories_Tracked Controller Support,categories_VR Only,categories_VR Support,categories_VR Supported,categories_Valve Anti-Cheat enabled,genres_Action,genres_Adventure,genres_Casual,genres_Early Access,genres_Free To Play,genres_Gore,genres_Indie,genres_Massively Multiplayer,genres_Nudity,genres_RPG,genres_Racing,genres_Sexual Content,genres_Simulation,genres_Sports,genres_Strategy,genres_Violent
1025440,2019-09-05,0.0,13.99,4.0,0,0,80.0,77.0,994.0,1025.0,210.0,100000 - 200000,489.0,52.0,13.0,2019,9,120.0,86.0,76.0,70.0,70.0,69.0,68.0,67.0,62.0,57.0,52.0,50.0,49.0,46.0,46.0,44.0,44.0,44.0,43.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
416790,2016-09-29,0.0,4.99,8.0,1,0,79.0,32.0,277.0,330.0,65.0,20000 - 50000,183.0,237.0,1.0,2016,9,0.0,0.0,112.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,141.0,137.0,134.0,126.0,123.0,121.0,113.0,108.0,106.0,105.0,98.0,96.0,93.0,90.0,88.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
